rain_risk,wind_risk,visibility_risk,slope_risk,traffic_risk_index,night_flag,monsoon_flag,road_type_enc,terrain_enc,risk_score,risk_class
1.0,1.0,0.1,0.1,62,0,1,1,1,45.96,Moderate
1.0,1.0,0.3,0.4,59,0,1,1,2,56.22,Moderate
1.0,1.0,0.3,0.7,45,1,1,1,2,65.3,Dangerous
0.7,1.0,0.6,0.1,31,1,1,1,1,50.98,Moderate
0.2,0.3,0.1,0.1,32,0,0,1,1,14.56,Safe
0.4,1.0,0.1,1.0,46,0,1,4,3,57.08,Moderate
0.2,0.3,0.1,0.7,35,0,0,4,3,36.3,Moderate
0.2,0.1,0.3,1.0,44,0,0,4,3,43.12,Moderate
0.2,0.3,0.3,0.7,65,1,0,4,3,52.9,Moderate
0.2,0.3,0.1,1.0,40,0,0,4,3,40.8,Moderate
1.0,0.6,0.3,1.0,43,0,1,2,3,63.74,Dangerous
0.2,0.1,0.3,1.0,46,0,0,4,3,43.48,Moderate
0.4,0.6,0.1,1.0,35,1,1,4,3,59.9,Moderate
0.7,0.3,0.1,0.7,38,0,1,2,3,48.24,Moderate
1.0,1.0,0.6,1.0,35,1,1,2,3,78.3,Dangerous
1.0,0.3,0.3,1.0,55,0,1,4,3,67.1,Dangerous
0.2,0.3,0.1,1.0,37,0,0,4,3,40.26,Moderate
0.2,0.1,0.1,1.0,58,0,0,4,3,42.44,Moderate
0.2,0.3,0.3,0.4,23,1,0,1,2,31.74,Moderate
0.7,0.6,0.6,0.1,41,0,1,1,1,41.58,Moderate
0.2,0.3,0.1,0.1,18,1,0,1,1,20.04,Safe
0.4,0.3,0.3,0.1,29,1,1,1,1,34.82,Moderate
1.0,0.6,0.3,0.1,57,0,1,1,1,45.06,Moderate
0.7,1.0,0.6,0.1,56,0,1,1,1,47.48,Moderate
0.7,0.3,1.0,0.1,34,1,1,1,1,52.32,Moderate
0.2,0.1,0.1,0.1,50,0,0,1,1,16.2,Safe
1.0,1.0,1.0,0.1,39,1,1,1,1,64.22,Dangerous
0.7,1.0,0.3,0.1,49,0,1,1,1,41.42,Moderate
0.2,0.3,0.1,0.4,39,0,0,1,2,23.42,Safe
0.2,0.3,0.3,1.0,34,0,0,2,3,39.32,Moderate
0.2,0.3,0.3,0.7,34,1,0,4,3,47.32,Moderate
0.4,0.1,0.1,1.0,24,1,0,2,3,44.32,Moderate
0.2,0.1,0.3,1.0,59,1,0,4,3,53.82,Moderate
0.4,0.3,0.1,0.7,42,0,0,4,3,41.16,Moderate
0.2,0.3,0.1,1.0,56,0,0,4,3,43.68,Moderate
0.2,0.1,0.1,1.0,26,1,0,4,3,44.68,Moderate
0.4,0.3,0.3,0.1,26,1,0,1,1,28.28,Safe
0.2,0.3,0.3,0.1,38,0,0,1,1,18.84,Safe
1.0,0.6,0.6,0.4,53,0,1,1,2,56.74,Moderate
0.2,0.3,0.3,0.1,29,1,0,1,1,25.22,Safe
0.2,0.3,0.1,1.0,38,0,0,4,3,40.44,Moderate
0.2,0.3,0.3,0.4,47,1,0,1,2,36.06,Moderate
0.2,0.1,0.3,0.4,48,0,0,1,2,26.64,Safe
0.7,1.0,0.3,1.0,54,0,1,4,3,67.12,Dangerous
0.2,0.1,0.1,1.0,65,0,0,4,3,43.7,Moderate
0.7,0.6,0.6,1.0,68,0,1,4,3,71.24,Dangerous
0.2,0.1,0.3,1.0,30,1,0,4,3,48.6,Moderate
0.4,0.1,0.3,0.7,42,0,0,2,3,39.16,Moderate
0.2,0.1,0.1,0.7,64,0,0,4,3,39.92,Moderate
0.2,0.1,0.1,1.0,26,0,0,2,3,33.08,Moderate
0.2,0.3,0.3,1.0,53,0,0,4,3,46.34,Moderate
0.2,0.1,0.1,0.7,59,0,0,4,3,39.02,Moderate
0.2,0.1,0.1,1.0,26,1,0,4,3,44.68,Moderate
0.4,0.3,0.6,0.7,20,1,1,2,3,55.6,Moderate
0.2,0.3,0.3,0.7,59,0,0,4,3,43.82,Moderate
0.2,0.3,0.3,1.0,33,0,0,2,3,39.14,Moderate
0.2,0.3,0.1,1.0,29,0,0,2,3,35.22,Moderate
0.2,0.1,0.1,1.0,27,0,0,2,3,33.26,Moderate
1.0,0.6,0.6,0.4,41,1,1,1,2,62.58,Dangerous
1.0,0.3,0.3,1.0,48,0,1,2,3,62.24,Dangerous
1.0,0.6,0.3,1.0,42,0,1,2,3,63.56,Dangerous
0.2,0.3,0.3,0.4,21,1,0,1,2,31.38,Moderate
0.4,0.3,0.1,1.0,34,1,0,4,3,51.32,Moderate
1.0,0.3,0.3,1.0,54,0,1,2,3,63.32,Dangerous
0.2,0.3,0.6,1.0,30,1,0,4,3,55.0,Moderate
1.0,0.3,0.6,0.7,50,1,1,4,3,75.4,Dangerous
0.2,0.3,0.6,1.0,21,1,0,2,3,49.78,Moderate
0.4,0.1,0.1,0.7,39,0,0,2,3,35.42,Moderate
1.0,1.0,1.0,1.0,53,0,1,2,3,79.94,Dangerous
0.2,0.3,0.3,0.4,33,0,0,1,2,25.54,Safe
0.7,0.6,0.3,0.1,55,1,1,1,1,47.3,Moderate
1.0,1.0,1.0,0.1,50,0,1,1,1,58.2,Moderate
0.2,0.3,0.1,0.7,26,0,0,1,2,24.68,Safe
0.4,0.3,0.1,0.1,39,0,0,1,1,19.42,Safe
0.2,0.3,0.3,0.1,23,1,0,1,1,24.14,Safe
0.2,0.1,0.3,1.0,47,0,0,4,3,43.66,Moderate
0.2,0.3,0.1,1.0,12,1,0,2,3,40.16,Moderate
0.2,0.3,0.3,1.0,47,0,0,4,3,45.26,Moderate
0.4,1.0,0.3,1.0,44,1,1,4,3,67.92,Dangerous
0.2,0.3,0.1,0.4,23,1,0,1,2,28.54,Safe
1.0,0.6,0.3,0.4,36,1,1,1,2,56.88,Moderate
0.2,0.1,0.1,0.4,39,0,0,1,2,21.82,Safe
0.4,0.3,0.3,0.1,33,0,0,1,1,21.54,Safe
0.4,1.0,0.6,0.1,47,1,1,1,1,48.46,Moderate
0.4,0.1,0.1,0.1,33,0,0,1,1,16.74,Safe
0.2,0.3,0.3,0.7,37,0,0,1,2,29.86,Safe
0.2,0.1,0.3,0.4,25,0,0,1,2,22.5,Safe
0.2,0.1,0.1,0.1,32,0,0,1,1,12.96,Safe
0.2,0.1,0.1,0.1,49,1,0,1,1,24.02,Safe
0.7,0.6,0.3,0.4,47,0,1,1,2,45.46,Moderate
0.2,0.1,0.1,0.4,47,1,0,1,2,31.26,Moderate
0.2,0.1,0.1,0.1,17,1,0,1,1,18.26,Safe
0.2,0.3,0.3,0.4,33,1,0,1,2,33.54,Moderate
0.4,0.3,0.1,0.4,33,1,1,1,2,39.94,Moderate
1.0,0.6,0.6,0.1,57,0,1,1,1,49.86,Moderate
0.2,0.1,0.1,0.7,34,0,0,1,2,24.52,Safe
0.4,0.3,0.1,0.7,47,0,0,1,2,32.06,Moderate
0.4,0.3,0.1,0.1,25,1,0,1,1,24.9,Safe
0.2,0.1,0.1,0.4,27,0,0,1,2,19.66,Safe
0.4,0.3,0.1,0.4,36,0,1,1,2,32.48,Moderate
0.2,0.3,0.1,1.0,15,1,0,2,3,40.7,Moderate
1.0,0.6,0.6,1.0,53,0,1,2,3,70.34,Dangerous
0.4,1.0,0.3,1.0,33,1,1,4,3,65.94,Dangerous
0.2,0.1,0.1,1.0,62,0,0,4,3,43.16,Moderate
0.4,0.3,0.1,1.0,43,0,1,4,3,50.94,Moderate
0.2,0.3,0.1,1.0,27,1,0,4,3,46.46,Moderate
1.0,0.6,0.6,1.0,50,1,1,4,3,81.4,Dangerous
0.2,0.1,0.3,1.0,28,1,0,2,3,44.64,Moderate
0.2,0.1,0.1,1.0,40,0,0,4,3,39.2,Moderate
0.2,0.1,0.3,0.1,28,1,0,1,1,23.44,Safe
0.2,0.1,0.1,0.4,48,0,0,1,2,23.44,Safe
0.4,0.3,0.3,0.1,34,0,0,1,1,21.72,Safe
0.7,0.6,0.6,0.1,43,0,1,1,1,41.94,Moderate
1.0,1.0,1.0,0.1,39,1,1,1,1,64.22,Dangerous
0.2,0.1,0.3,0.1,19,1,0,1,1,21.82,Safe
0.2,0.3,0.1,0.1,30,0,0,1,1,14.2,Safe
0.2,0.3,0.3,0.4,26,1,0,1,2,32.28,Moderate
0.2,0.3,0.1,0.1,32,0,0,1,1,14.56,Safe
0.2,0.1,0.1,0.4,33,0,0,1,2,20.74,Safe
0.2,0.1,0.6,0.7,22,1,0,1,2,38.36,Moderate
0.4,0.6,0.1,0.7,33,0,1,1,2,37.94,Moderate
0.2,0.3,0.1,0.7,33,0,0,1,2,25.94,Safe
0.2,0.3,0.1,0.4,29,0,0,1,2,21.62,Safe
1.0,0.3,0.3,1.0,75,0,1,4,3,70.7,Dangerous
1.0,0.3,1.0,0.7,64,0,1,4,3,76.32,Dangerous
0.4,0.3,0.6,1.0,33,1,0,4,3,59.14,Moderate
1.0,0.3,0.6,1.0,57,0,1,4,3,72.26,Dangerous
0.4,1.0,0.1,1.0,47,0,1,4,3,57.26,Moderate
0.7,0.3,0.6,1.0,37,1,1,4,3,71.26,Dangerous
0.7,0.6,0.3,0.1,27,1,1,1,1,42.26,Moderate
0.2,0.1,0.1,0.4,30,0,0,1,2,20.2,Safe
1.0,1.0,0.6,0.4,59,1,1,1,2,69.02,Dangerous
0.2,0.1,0.1,0.4,25,0,0,1,2,19.3,Safe
0.7,0.6,0.3,0.1,30,1,1,1,1,42.8,Moderate
0.2,0.1,0.6,0.1,41,1,0,1,1,30.58,Moderate
1.0,0.6,0.6,0.1,49,0,1,1,1,48.42,Moderate
1.0,1.0,0.6,0.4,65,0,1,1,2,62.1,Dangerous
0.2,0.1,0.1,0.7,30,0,0,2,3,30.2,Moderate
1.0,0.6,0.3,1.0,37,1,1,2,3,70.66,Dangerous
1.0,0.3,0.6,0.1,38,1,1,1,1,52.04,Moderate
0.4,0.1,0.1,0.1,30,0,0,1,1,16.2,Safe
1.0,1.0,0.3,0.7,58,0,1,1,2,59.64,Moderate
0.4,0.3,0.3,0.7,27,1,1,1,2,45.66,Moderate
0.2,0.1,0.3,0.7,37,0,0,1,2,28.26,Safe
0.2,0.3,0.1,1.0,32,1,0,4,3,47.36,Moderate
0.4,0.6,0.3,1.0,64,0,1,4,3,60.32,Dangerous
0.2,0.1,0.3,1.0,41,0,0,4,3,42.58,Moderate
0.4,1.0,0.3,1.0,37,1,1,2,3,63.06,Dangerous
0.2,0.3,0.1,1.0,38,0,0,4,3,40.44,Moderate
0.2,0.3,0.1,0.7,23,1,0,1,2,32.14,Moderate
0.7,0.3,0.6,0.7,26,1,1,1,2,55.68,Moderate
0.2,0.1,0.1,0.1,16,1,0,1,1,18.08,Safe
0.2,0.1,0.1,0.1,22,1,0,1,1,19.16,Safe
0.4,0.1,0.3,0.1,36,0,0,1,1,20.48,Safe
0.4,0.6,0.3,0.7,44,0,1,1,2,43.12,Moderate
0.2,0.3,0.3,0.1,24,1,0,1,1,24.32,Safe
0.2,0.3,0.1,0.4,27,1,0,1,2,29.26,Safe
1.0,0.3,0.1,1.0,56,0,1,4,3,64.08,Dangerous
0.2,0.3,0.1,1.0,57,0,0,4,3,43.86,Moderate
0.2,0.3,0.1,0.4,38,0,0,1,2,23.24,Safe
0.7,0.3,1.0,0.1,31,1,1,1,1,51.78,Moderate
0.4,0.6,0.3,0.1,49,0,1,1,1,32.82,Moderate
0.2,0.3,0.1,0.4,25,1,0,1,2,28.9,Safe
0.4,0.1,0.6,0.1,44,1,0,1,1,34.72,Moderate
0.2,0.3,0.3,0.1,37,1,0,1,1,26.66,Safe
0.2,0.3,0.1,0.4,28,1,0,1,2,29.44,Safe
0.2,0.1,0.1,0.4,48,1,0,1,2,31.44,Moderate
0.2,0.3,0.3,0.1,51,1,0,1,1,29.18,Safe
1.0,1.0,1.0,0.4,38,1,1,1,2,71.64,Dangerous
0.2,0.1,0.1,0.1,30,0,0,1,1,12.6,Safe
0.4,0.3,0.3,0.1,21,1,0,1,1,27.38,Safe
0.4,0.1,0.3,0.4,42,0,0,1,2,29.16,Safe
0.7,0.3,0.6,0.4,40,0,1,1,2,46.6,Moderate
1.0,0.6,1.0,0.4,64,0,1,1,2,65.12,Dangerous
0.2,0.3,0.1,0.1,24,1,0,1,1,21.12,Safe
0.2,0.3,0.1,0.4,22,1,0,1,2,28.36,Safe
0.2,0.1,0.1,0.4,29,0,0,1,2,20.02,Safe
0.2,0.1,0.1,0.1,50,0,0,1,1,16.2,Safe
0.4,0.3,0.3,0.4,27,1,1,1,2,42.06,Moderate
1.0,0.3,0.6,0.1,61,0,1,1,1,48.18,Moderate
0.2,0.3,0.1,0.1,39,1,0,1,1,23.82,Safe
1.0,1.0,0.6,0.4,58,0,1,1,2,60.84,Dangerous
0.2,0.1,0.3,0.1,30,0,0,1,1,15.8,Safe
0.2,0.3,0.1,1.0,48,0,0,4,3,42.24,Moderate
1.0,0.3,1.0,0.7,74,1,1,4,3,86.12,Dangerous
0.2,0.3,0.1,0.4,38,0,0,1,2,23.24,Safe
0.7,0.3,1.0,0.7,36,1,1,4,3,73.88,Dangerous
0.4,0.3,0.3,1.0,25,0,0,2,3,41.3,Moderate
0.2,0.3,0.3,1.0,52,0,0,4,3,46.16,Moderate
0.2,0.3,0.6,0.4,47,1,0,1,2,40.86,Moderate
0.7,1.0,0.6,0.1,55,0,1,1,1,47.3,Moderate
0.2,0.3,0.1,0.1,31,1,0,1,1,22.38,Safe
0.4,0.3,0.3,0.1,28,1,1,1,1,34.64,Moderate
0.4,0.1,0.1,0.4,47,0,0,1,2,26.86,Safe
0.7,1.0,1.0,0.1,48,1,1,1,1,60.44,Dangerous
0.2,0.1,0.1,0.1,36,0,0,1,1,13.68,Safe
1.0,1.0,1.0,0.1,49,0,1,1,1,58.02,Moderate
0.2,0.1,0.3,0.7,28,1,0,1,2,34.64,Moderate
0.7,0.6,0.1,0.1,43,0,1,1,1,33.94,Moderate
0.2,0.3,0.1,1.0,30,1,0,4,3,47.0,Moderate
0.2,0.3,0.3,1.0,26,1,0,4,3,49.48,Moderate
0.7,0.6,0.1,1.0,62,1,1,4,3,70.16,Dangerous
0.2,0.1,0.3,1.0,27,0,0,2,3,36.46,Moderate
0.2,0.1,0.6,1.0,36,1,0,4,3,54.48,Moderate
1.0,1.0,0.6,0.7,45,0,1,2,3,68.5,Dangerous
0.7,0.3,1.0,1.0,35,1,1,4,3,77.3,Dangerous
0.2,0.3,0.1,1.0,49,0,0,4,3,42.42,Moderate
0.2,0.1,0.1,1.0,44,0,0,4,3,39.92,Moderate
0.7,0.6,0.6,1.0,35,0,1,2,3,61.7,Dangerous
0.2,0.1,0.6,0.7,25,1,0,1,2,38.9,Moderate
0.2,0.1,0.1,0.7,39,0,0,4,3,35.42,Moderate
0.4,0.6,0.3,0.4,32,0,1,1,2,37.36,Moderate
1.0,0.3,1.0,0.7,45,1,1,4,3,80.9,Dangerous
1.0,1.0,0.3,0.4,38,1,1,1,2,60.44,Dangerous
0.7,0.6,0.6,1.0,63,0,1,4,3,70.34,Dangerous
1.0,0.6,0.3,1.0,52,0,1,2,3,65.36,Dangerous
1.0,0.6,0.3,1.0,73,0,1,4,3,72.74,Dangerous
0.4,0.3,0.1,1.0,44,0,0,2,3,41.52,Moderate
0.7,0.3,1.0,1.0,42,1,1,4,3,78.56,Dangerous
0.4,0.1,0.6,1.0,49,1,0,4,3,60.42,Dangerous
0.7,1.0,1.0,1.0,41,1,1,4,3,83.98,Dangerous
0.2,0.3,0.1,1.0,35,1,0,4,3,47.9,Moderate
0.4,0.3,0.3,0.7,48,1,1,4,3,59.44,Moderate
0.2,0.3,0.3,1.0,25,0,0,2,3,37.7,Moderate
0.2,0.1,0.1,0.7,23,1,0,2,3,36.94,Moderate
0.2,0.1,0.1,0.4,30,0,0,1,2,20.2,Safe
0.2,0.3,0.3,0.4,27,0,0,1,2,24.46,Safe
0.2,0.1,0.1,1.0,21,0,0,2,3,32.18,Moderate
0.4,1.0,0.3,1.0,31,1,1,4,3,65.58,Dangerous
0.4,0.1,0.3,0.4,44,0,0,1,2,29.52,Safe
0.2,0.1,0.1,0.1,43,0,0,1,1,14.94,Safe
0.2,0.1,0.1,0.4,31,0,0,1,2,20.38,Safe
0.2,0.3,0.1,0.7,32,0,0,1,2,25.76,Safe
0.2,0.3,0.1,1.0,49,0,0,4,3,42.42,Moderate
0.2,0.3,0.3,1.0,21,1,0,2,3,44.98,Moderate
0.2,0.3,0.3,1.0,21,1,0,2,3,44.98,Moderate
0.2,0.3,0.1,0.7,41,0,0,4,3,37.38,Moderate
0.2,0.1,0.1,1.0,44,0,0,4,3,39.92,Moderate
0.7,1.0,0.3,1.0,34,1,1,4,3,71.52,Dangerous
0.2,0.3,0.3,0.1,26,0,0,1,1,16.68,Safe
0.2,0.3,0.1,0.7,33,0,0,1,2,25.94,Safe
0.2,0.1,0.3,0.4,46,1,0,1,2,34.28,Moderate
0.2,0.1,0.3,0.1,17,1,0,1,1,21.46,Safe
0.2,0.3,0.3,0.1,30,1,0,1,1,25.4,Safe
1.0,0.3,0.6,0.4,44,1,1,1,2,60.72,Dangerous
0.4,0.3,0.1,0.4,33,0,0,1,2,25.94,Safe
0.2,0.3,0.3,0.4,23,1,0,1,2,31.74,Moderate
1.0,1.0,0.3,0.1,59,0,1,1,1,48.62,Moderate
0.2,0.1,0.1,0.1,35,0,0,1,1,13.5,Safe
0.7,0.3,0.6,1.0,35,0,1,2,3,59.3,Moderate
1.0,0.6,0.3,1.0,43,0,1,2,3,63.74,Dangerous
0.2,0.3,0.1,1.0,34,1,0,4,3,47.72,Moderate
0.4,0.6,0.6,0.4,30,1,0,1,2,43.8,Moderate
0.2,0.3,0.3,0.1,40,1,0,1,1,27.2,Safe
1.0,0.6,1.0,0.4,40,1,1,1,2,68.8,Dangerous
0.2,0.3,0.3,0.4,20,1,0,1,2,31.2,Moderate
0.2,0.3,0.3,0.1,34,0,0,1,1,18.12,Safe
0.7,0.3,1.0,0.7,40,1,1,1,2,64.6,Dangerous
0.4,0.1,0.3,0.4,49,0,0,1,2,30.42,Moderate
0.2,0.1,0.3,1.0,25,0,0,2,3,36.1,Moderate
0.2,0.1,0.3,1.0,61,1,0,4,3,54.18,Moderate
1.0,1.0,0.6,1.0,58,0,1,2,3,74.44,Dangerous
0.4,0.3,0.1,0.4,31,0,0,1,2,25.58,Safe
0.2,0.3,0.1,1.0,54,0,0,4,3,43.32,Moderate
0.4,0.3,0.6,0.4,28,1,0,1,2,41.04,Moderate
0.2,0.1,0.3,0.1,22,1,0,1,1,22.36,Safe
0.2,0.3,0.1,0.7,30,0,0,1,2,25.4,Safe
0.4,0.1,0.1,0.1,51,0,0,1,1,19.98,Safe
0.2,0.3,0.3,0.4,29,1,0,1,2,32.82,Moderate
0.2,0.1,0.3,0.1,34,0,0,1,1,16.52,Safe
0.2,0.1,0.3,0.1,17,1,0,1,1,21.46,Safe
0.2,0.3,0.1,0.1,38,1,0,1,1,23.64,Safe
0.2,0.3,0.3,0.1,38,0,0,1,1,18.84,Safe
0.4,0.3,0.6,0.4,28,1,0,1,2,41.04,Moderate
0.2,0.3,0.6,0.4,24,1,0,1,2,36.72,Moderate
0.4,0.3,0.6,0.4,24,1,0,1,2,40.32,Moderate
0.2,0.1,0.6,0.1,22,1,0,1,1,27.16,Safe
0.2,0.3,0.1,0.1,42,0,0,1,1,16.36,Safe
0.2,0.1,0.1,1.0,48,0,0,4,3,40.64,Moderate
0.2,0.1,0.1,0.4,47,0,0,1,2,23.26,Safe
0.2,0.1,0.3,0.4,31,0,0,1,2,23.58,Safe
0.7,1.0,0.3,0.1,47,0,1,1,1,41.06,Moderate
1.0,1.0,0.6,0.1,51,0,1,1,1,51.98,Moderate
0.2,0.1,0.1,0.1,22,1,0,1,1,19.16,Safe
1.0,0.6,0.1,0.1,45,0,1,1,1,39.7,Moderate
0.7,1.0,0.3,0.7,42,0,1,1,2,51.36,Moderate
0.4,0.3,0.1,1.0,42,0,1,4,3,50.76,Moderate
0.2,0.1,0.3,1.0,28,1,0,4,3,48.24,Moderate
0.2,0.3,0.1,1.0,26,0,0,2,3,34.68,Moderate
0.2,0.1,0.1,0.1,26,1,0,1,1,19.88,Safe
0.2,0.3,0.1,0.1,24,1,0,1,1,21.12,Safe
0.2,0.1,0.3,0.4,42,1,0,1,2,33.56,Moderate
0.7,0.3,1.0,0.4,31,1,1,1,2,59.38,Moderate
0.2,0.3,0.3,0.4,29,1,0,1,2,32.82,Moderate
0.2,0.1,0.6,0.1,25,1,0,1,1,27.7,Safe
1.0,0.3,0.6,0.4,60,0,1,1,2,55.6,Moderate
0.2,0.1,0.1,0.1,37,0,0,1,1,13.86,Safe
0.2,0.3,0.3,0.1,27,1,0,1,1,24.86,Safe
0.2,0.3,0.1,0.1,41,0,0,1,1,16.18,Safe
0.2,0.1,0.6,0.4,18,1,0,1,2,34.04,Moderate
0.4,0.3,0.3,1.0,46,0,0,4,3,48.68,Moderate
0.2,0.1,0.3,0.4,40,0,0,1,2,25.2,Safe
1.0,1.0,1.0,0.4,64,0,1,1,2,68.32,Dangerous
0.4,0.1,0.3,0.1,42,0,0,1,1,21.56,Safe
0.2,0.3,0.3,0.1,40,1,0,1,1,27.2,Safe
1.0,1.0,1.0,0.1,37,1,1,1,1,63.86,Dangerous
0.4,0.3,0.3,0.1,35,1,0,1,1,29.9,Safe
0.2,0.3,0.3,0.7,33,1,0,1,2,37.14,Moderate
0.2,0.1,0.1,0.1,33,0,0,1,1,13.14,Safe
0.4,0.3,0.1,0.7,37,0,1,2,3,42.66,Moderate
0.2,0.3,0.1,1.0,43,0,0,4,3,41.34,Moderate
0.2,0.3,0.3,1.0,33,1,0,4,3,50.74,Moderate
1.0,0.3,0.6,1.0,50,1,1,4,3,79.0,Dangerous
0.2,0.3,0.1,1.0,43,0,0,4,3,41.34,Moderate
0.4,0.3,0.6,1.0,33,1,0,4,3,59.14,Moderate
0.2,0.1,0.3,1.0,21,0,0,2,3,35.38,Moderate
0.2,0.3,0.1,0.7,41,0,0,2,3,33.78,Moderate
0.2,0.1,0.3,0.7,49,0,0,4,3,40.42,Moderate
0.2,0.3,0.1,1.0,49,1,0,4,3,50.42,Moderate
0.2,0.3,0.1,1.0,42,0,0,4,3,41.16,Moderate
0.7,0.6,1.0,1.0,62,1,1,4,3,84.56,Dangerous
0.2,0.1,0.1,1.0,62,0,0,4,3,43.16,Moderate
1.0,0.3,0.3,1.0,56,0,1,4,3,67.28,Dangerous
0.2,0.1,0.1,1.0,28,0,0,2,3,33.44,Moderate
0.2,0.1,0.3,0.7,38,0,0,1,2,28.44,Safe
0.2,0.1,0.3,0.7,31,0,0,1,2,27.18,Safe
0.2,0.1,0.1,0.1,50,0,0,1,1,16.2,Safe
0.2,0.3,0.1,0.1,29,0,0,1,1,14.02,Safe
0.2,0.3,0.6,0.1,44,1,0,1,1,32.72,Moderate
0.2,0.3,0.1,0.1,30,1,0,1,1,22.2,Safe
0.4,0.3,0.3,0.4,49,0,1,1,2,38.02,Moderate
1.0,1.0,0.1,0.1,54,0,1,1,1,44.52,Moderate
1.0,0.6,0.3,0.4,38,1,1,1,2,57.24,Moderate
0.2,0.3,0.3,0.4,28,1,0,1,2,32.64,Moderate
0.2,0.3,0.3,1.0,30,1,0,2,3,46.6,Moderate
0.2,0.1,0.1,0.7,37,0,0,4,3,35.06,Moderate
1.0,1.0,0.3,1.0,78,0,1,4,3,76.84,Dangerous
1.0,1.0,0.3,1.0,48,0,1,2,3,67.84,Dangerous
0.7,0.3,0.6,1.0,54,0,1,4,3,66.32,Dangerous
0.4,0.3,0.1,1.0,49,0,0,4,3,46.02,Moderate
0.4,0.1,0.3,1.0,43,0,0,4,3,46.54,Moderate
0.2,0.1,0.1,1.0,35,0,0,4,3,38.3,Moderate
0.7,1.0,1.0,1.0,70,1,1,4,3,89.2,Dangerous
1.0,1.0,1.0,1.0,77,1,1,4,3,95.86,Dangerous
0.2,0.3,0.6,1.0,33,1,0,4,3,55.54,Moderate
0.2,0.1,0.6,1.0,31,1,0,4,3,53.58,Moderate
1.0,0.6,0.6,1.0,72,1,1,4,3,85.36,Dangerous
0.2,0.1,0.3,1.0,56,0,0,4,3,45.28,Moderate
0.2,0.1,0.1,1.0,44,0,0,4,3,39.92,Moderate
0.2,0.1,0.6,1.0,16,1,0,2,3,47.28,Moderate
1.0,1.0,0.3,1.0,48,1,1,4,3,79.44,Dangerous
1.0,0.6,1.0,0.4,58,0,1,1,2,64.04,Dangerous
0.4,0.3,0.3,0.4,51,0,0,1,2,32.38,Moderate
0.4,0.3,0.6,0.4,49,1,0,1,2,44.82,Moderate
0.2,0.1,0.1,0.1,26,0,0,1,1,11.88,Safe
0.2,0.3,0.3,0.7,35,0,0,1,2,29.5,Safe
1.0,0.6,0.3,0.1,37,1,1,1,1,49.46,Moderate
0.2,0.3,0.1,0.4,26,1,0,1,2,29.08,Safe
0.2,0.3,0.1,0.7,28,0,0,1,2,25.04,Safe
1.0,0.6,0.3,0.4,47,0,1,1,2,50.86,Moderate
0.4,0.3,0.6,0.4,29,1,0,1,2,41.22,Moderate
0.2,0.1,0.3,0.7,28,1,0,1,2,34.64,Moderate
0.4,0.6,0.1,0.1,37,0,1,1,1,27.46,Safe
1.0,1.0,1.0,0.4,64,1,1,1,2,76.32,Dangerous
0.2,0.3,0.3,0.7,51,0,0,1,2,32.38,Moderate
0.2,0.3,0.1,0.7,41,0,0,1,2,27.38,Safe
1.0,1.0,0.6,0.1,51,0,1,1,1,51.98,Moderate
0.4,0.3,0.1,0.1,32,0,0,1,1,18.16,Safe
1.0,1.0,1.0,0.7,46,1,1,4,3,86.68,Dangerous
0.4,0.1,0.1,0.4,38,0,0,1,2,25.24,Safe
0.2,0.1,0.6,0.7,16,1,0,1,2,37.28,Moderate
0.2,0.3,0.3,0.4,28,0,0,1,2,24.64,Safe
1.0,0.3,0.3,0.4,44,1,1,1,2,55.92,Moderate
0.2,0.1,0.6,0.7,23,1,0,1,2,38.54,Moderate
0.4,0.1,0.3,0.1,51,0,0,1,1,23.18,Safe
0.2,0.1,0.1,0.1,45,0,0,1,1,15.3,Safe
0.4,0.3,0.1,0.1,31,0,0,1,1,17.98,Safe
1.0,1.0,0.3,0.1,64,0,1,1,1,49.52,Moderate
0.2,0.3,0.3,0.7,46,1,0,1,2,39.48,Moderate
1.0,1.0,0.6,1.0,44,0,1,2,3,71.92,Dangerous
0.2,0.1,0.1,1.0,38,0,0,2,3,35.24,Moderate
0.2,0.3,0.1,1.0,31,0,0,2,3,35.58,Moderate
0.4,0.3,0.3,1.0,17,1,0,2,3,47.86,Moderate
0.2,0.1,0.3,1.0,46,0,0,4,3,43.48,Moderate
0.2,0.3,0.3,0.7,58,0,0,4,3,43.64,Moderate
0.4,0.3,0.6,1.0,56,1,0,4,3,63.28,Dangerous
1.0,0.6,0.6,1.0,73,1,1,4,3,85.54,Dangerous
0.2,0.3,0.1,0.7,33,1,0,4,3,43.94,Moderate
0.2,0.1,0.6,0.7,21,1,0,2,3,44.58,Moderate
0.4,1.0,0.1,0.1,45,0,1,1,1,32.1,Moderate
0.2,0.1,0.6,0.1,21,1,0,1,1,26.98,Safe
0.2,0.1,0.1,0.1,50,1,0,1,1,24.2,Safe
1.0,0.3,0.6,0.1,43,1,1,1,1,52.94,Moderate
0.2,0.1,0.1,0.7,37,0,0,1,2,25.06,Safe
1.0,0.3,1.0,0.1,44,1,1,1,1,59.52,Moderate
1.0,0.3,0.3,0.1,53,0,1,1,1,41.94,Moderate
1.0,0.6,0.3,0.1,60,0,1,1,1,45.6,Moderate
0.2,0.3,0.3,0.1,24,1,0,1,1,24.32,Safe
1.0,0.3,0.6,0.1,40,1,1,1,1,52.4,Moderate
